name,resistances,immunities
Spawn of Arbeyach,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Speaker to the Darkness,,
Specter,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Specter,"acid, cold, fire, lighting, thunder; damage from nonmagical weapons","necrotic, poison"
Specter,"acid,cold,fire,lightning,thunder; bludgeoning,piercing,and slashing damage from nonmagical attacks","necrotic,charmed,grappled,paralyzed,petrified,prone,restrained,unconscious,Undead Resilience"
Spectral Guardian,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison"
Spectral Guardian,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing damage from nonmagical attacks","cold, necrotic, poison"
Spell-warped Chuul,,poison
Spellhound,,
Sphinx,,psychic; damage from nonmagical weapons
Spider,,
Spider,,
Spider Drake,,poison
Spider Of Leng,poison,
Spider Thief,fire,"poison, psychic"
Spider,,
"Spider, Giant",,
"Spider, Giant Wolf",,
Spider of Leng,False,poison
Spider Thief,fire,"poison, psychic"
Spinosaurus,,
Spinosaurus,False,False
Spire Walker,piercing from nonmagical attacks,"lightning, thunder"
Spire Walker,piercing from nonmagical attacks,"lightning, thunder"
Spirit Lamp,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison, psychic"
Spirit Naga,,poison
Spirit Naga,,poison
Spirit Naga,Monstrosity Resilience,"necrotic,poison,charmed,poisoned"
Splinter Matron,nonmagic B/P/S attacks,
Sporous Crab,bludgeoning,poison
Spree,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Sprite,,
Sprite,,
Sprite,Fey Resilience,
Spurred Water Skate,,
Spy,,
Spy,,
Spy,,
Spymaster,,
Ssadar,,fire
Stained-Glass Moth,,"poison, psychic"
Star Drake,,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks"
Star-Nosed Diopsid,nonmagic B/P/S attacks,
Star Spawn Of Cthulhu,"bludgeoning, piercing, slashing","cold, fire, lightning, poison, psychic"
Star Crow,Aberrant Resilience,"psychic,radiant,blinded,exhaustion,prone"
Star Drake,False,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks"
Stargazer,,
Star Spawn of Cthulhu,"bludgeoning, piercing, slashing","cold, fire, lightning, poison, psychic"
Starving Specter,,
Steam Golem,,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Steam Mephit,,"fire, poison"
Steam Mephit,,"fire, poison"
Steam Mephit,,"fire,poison,poisoned,prone"
Steam Golem,False,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Stegosaurus,,
Stellar Rorqual,force,"cold, fire, radiant"
Stirge,,
Stirge,,
Stirge,,
Stone Colossus,,"poison, psychic; damage from nonmagical, non-adamantine weapons"
Stone Creeper,bludgeoning,"acid, poison"
Stone-Eater Slime,,acid
Stone Giant,,
Stone Giant,acid,
Stone Giant Stonetalker,acid,
Stone Golem,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Stone Guardian,,"poison, psychic; damage from nonmagical, non-adamantine weapons"
Stone Giant,"lightning,petrified,Giant Attributes",
Stone Golem,,Golem Resilience
Stoneguard,,
Storm Giant,cold,"lightning, thunder"
Storm Giant,cold,"lightning, thunder"
Storm Giant Monarch,cold,"lightning, thunder"
Storm Lord,"acid, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Storm Maiden,"lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Storm Spirit,,"lightning, thunder"
Storm Giant,"cold,Giant Attributes","lightning,thunder"
Stormboar,,"lightning, thunder"
Stout Halfling Guard,,
Strider,,
Strife,False,False
Strobing Fungus,,
Stryx,,
Stryx,False,False
Stuhac,"acid, fire; bludgeoning and piercing from nonmagical attacks","cold, poison"
Stuhac,"acid, fire, lightning; bludgeoning and piercing from nonmagical attacks","cold, poison"
Stygian Fat-Tailed Scorpion,,
Stygian Fat-Tailed Scorpion,False,False
Subek,,
Subek,False,False
Succubus,"cold,fire,lightning,poison; bludgeoning,piercing,and slashing damage from nonmagical attacks,frightened,poisoned",charmed
Succubus/Incubus,"cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks",
Sulsha,,
Sunflower Sprite,,
Sunset Raptor,,
Suppurating Ooze,"cold, necrotic, slashing",poison
Suturefly,,
Suturefly,False,False
Swamp Adder,,
Swamp Lily,,poison
Swamp Naga,,poison
Swamp Adder,False,False
Swampgas Bubble,,"bludgeoning, poison"
Swampgas Shade,,"necrotic, poison"
"Swarm, Biting Gnat","bludgeoning, piercing, slashing",
"Swarm, Gryllus","bludgeoning, piercing, slashing",
"Swarm, Ice Borers","bludgeoning, piercing, slashing",cold
Swarm of Bats,"bludgeoning, piercing, slashing",
Swarm of Bats,"bludgeoning, piercing, slashing",
Swarm of Beetles,"bludgeoning, piercing, slashing",
Swarm of Centipedes,"bludgeoning, piercing, slashing",
Swarm of Compsognathus,"bludgeoning, piercing, slashing",
Swarm of Esteron,"bludgeoning, piercing, slashing",
Swarm of Insects,"bludgeoning, piercing, slashing",
Swarm of Insects,"bludgeoning, piercing, slashing",
Swarm of Khalkos Spawn,"fire, psychic, radiant; bludgeoning, piercing, slashing",
Swarm of Poisonous Snakes,"bludgeoning, piercing, slashing",
Swarm of Poisonous Snakes,"bludgeoning, piercing, slashing",
Swarm of Quippers,"bludgeoning, piercing, slashing",
Swarm of Quippers,"bludgeoning, piercing, slashing",
Swarm of Rats,"bludgeoning, piercing, slashing",
Swarm of Rats,"bludgeoning, piercing, slashing",
Swarm of Ravens,"bludgeoning, piercing, slashing",
Swarm of Ravens,"bludgeoning, piercing, slashing",
Swarm of Spiders,"bludgeoning, piercing, slashing",
Swarm of Wasps,"bludgeoning, piercing, slashing",
"Swarm, Swamp Slirghs","bludgeoning, piercing, slashing",poison
"Swarm, Vampire Blossom","bludgeoning, piercing, slashing",psychic
Swarm of Fire Dancers,"bludgeoning, piercing, slashing","fire, poison"
Swarm of Manabane Scarabs,"bludgeoning, piercing, slashing",False
Swarm of Prismatic Beetles,"bludgeoning, piercing, slashing",False
Swarm of Sluaghs,"bludgeoning, piercing, and slashing",cold
Swarm of Wharflings,"bludgeoning, piercing, slashing",False
Swarm of Wolf Spirits,"acid, fire, lightning, thunder; bludgeoning, necrotic, piercing, slashing","cold, poison"
Swolbold,bludgeoning,
Talus Flow,,
Tar Ghoul,necrotic,"fire, poison"
Tar Ooze,,"fire, necrotic, poison"
Tarrasque,,"fire, poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Tarrasque,,"fire, poison; damage from nonmagical weapons"
Tarrasque,Monstrosity Resilience,"fire,poison; bludgeoning,piercing,and slashing damage from nonmagical attacks,charmed,frightened,paralyzed,poisoned"
Tatzelwurm,,poison
Tembril,cold,
Temple Dog,"bludgeoning, piercing, and slashing from nonmagical attacks",
Temple Dog,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Tendril Puppet,False,False
Terror Bird,,
Tetomatli,"acid, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic;"
The Barbed,,poison
The Flesh,,
Thin Giant,"bludgeoning, necrotic",
Thorned Sulfurlord,,"fire, poison"
Thornheart Guardian,"bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic"
Thread-Bound Constrictor Snake,"bludgeoning, piercing, and slashing from nonmagical attacks",poison
Three-Headed Clockwork Dragon,,"poison, psychic"
Three-Headed Cobra,poison,
Thripper,nonmagic B/P/S attacks,
Thrummren,"cold, thunder","lightning, poison"
Thuellai,"lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Thuellai,"lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Thug,,
Thug,,
Thug,,
Thunderbird,,
Thursir Giant,,
Thursir,False,False
Tidehunter,,
Tigebra,,poison
Tiger,,
Tiger,,
Tiger,,
"Tiger, Saber-Toothed",,
Timingila,,"cold, thunder"
Titanic Dragon Turtle,"cold, fire",
Titanic Kraken,"cold, fire, thunder",lightning; damage from nonmagical weapons
Titanoboa,,
Titanoboa,False,False
Tophet,necrotic,"cold, fire, poison"
Tophet,cold,"fire, poison, psychic"
Torch Mimic,fire,
Tormented Qiqirn,"cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks",necrotic
Tosculi Drone,,
Tosculi Elite Bow Raider,,
Tosculi Hive-Queen,,poison
Tosculi Jeweled Drone,,
Tosculi Warrior,,
Tosculi Drone,False,False
Tosculi Elite Bow Raider,False,False
Tosculi Hive Queen,False,poison
Tosculi Warrior,False,False
Transcendent Lunarchida,,poison
Trapsmith,False,False
Treacle,,
Treacle,False,False
Treant,"bludgeoning, piercing",
Treant,"bludgeoning, piercing",
Treant,"bludgeoning,piercing,Plant Resilience",
Tree Skinner,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",
Tribal Warrior,,
Tricenatorus,"bludgeoning, piercing, and slashing from nonmagical attacks",
Triceratops,,
Triceratops,,
Triceratops,,
Trickster Priest,,
Tripwire Patch,,
Troglodyte,,
Troll,,
Troll,,
"Troll, Breakwater",acid; nonmagic B/P/S attacks,
"Troll, Gutter",,
"Troll, Rattleback",,poison
"Troll, Tumor",,poison
Troll,Giant Attributes,
Trollkin Fire Shaman,,
Trollkin Ironmonger,,
Trollkin Ragecaster,,
Trollkin Raider,,
Trollkin Reaver,,
Trollkin Shaman,,
Trollking Grunt,,
Trollkin Reaver,False,False
Truant Devourer,nonmagic B/P/S attacks,
Tuberkith,,
Tulpa,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison"
Tusked Crimson Ogre,poison,
Tusked Skyfish,,lightning
Tusked Skyfish,False,lightning
Tveirherjar,slashing from nonmagical attacks,poison
Two-Headed Eagle,,
Tyrannosaurus Rex,,
Tyrannosaurus Rex,,
Tyrannosaurus Rex,,
Tzepharion,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Ulnorya,bludgeoning,poison
Umbral Shambler,"necrotic, psychic",
Umbral Vampire,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison"
Umbral Vampire,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison"
Undead Phoenix,,"necrotic, fire, poison"
Underworld Sentinel,necrotic; nonmagic B/P/S attacks,poison
Unhatched,"necrotic, piercing",poison
Unicorn,,poison
Unicorn,,poison
Unicorn,Celestial Resilience,"poison,charmed,frightened,paralyzed,poisoned"
Unska,Demonic Resilience,"charmed,frightened,Demonic Resilience"
Ur-Otyugh,,
Uraeus,"fire; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Uraeus,"radiant; bludgeoning, piercing, and slashing damage from nonmagical attacks","fire, poison"
Uridimmu,"fire, lightning, radiant; bludgeoning, piercing, and slashing from nonmagical attacks",
Urochar (Strangling Watcher),"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",thunder
Urochar,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",thunder
Ursa Polaris,,cold
Urushi Constrictor,,"bludgeoning, poison"
Ushabti,,"poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Ushabti,"bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic"
Ushabti Royal Guard,False,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks"
Vaettir,,"necrotic, poison"
Valkruung,,
Valkyrie,"acid, cold, fire, lightning, thunder","bludgeoning, piercing, and slashing from nonmagical attacks"
Valkyrie,"acid, cold, fire, lightning, thunder","poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Vallowex,,
Vampire,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",
Vampire,"necrotic; damage from nonmagical, non-silvered weapons",
Vampire Assassin,"necrotic; damage from nonmagical, non-silvered weapons",
Vampire Mage,"necrotic; damage from nonmagical, non-silvered weapons",
Vampire Patrician,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",
Vampire Priestess,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",
Vampire Spawn,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",
Vampire Spawn,"necrotic; damage from nonmagical, non-silvered weapons",
Vampire Warlock - Variant,"necrotic, bludgeoning, piercing, and slashing from nonmagical attacks",
Vampire Warrior,"necrotic; damage from nonmagical, non-silvered weapons",
Vampire,"necrotic; bludgeoning,piercing,and slashing damage from nonmagical attacks,charmed",Vampiric Resilience
Vampire Spawn,"necrotic; bludgeoning,piercing,and slashing damage from nonmagical attacks",Vampiric Resilience
Vampire Thrall,exhaustion,
Vampiric Knight,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",
Vampiric Vanguard,necrotic; nonmagic B/P/S attacks,
Vanara,,
Vangsluagh,,thunder
Vapor Lynx,,
Vapor Lynx,False,poison
Vellso,"cold, fire, lightning","necrotic, poison"
Velociraptor,,
Vengeful Ghost,"acid, fire, lightning, thunder; damage from nonmagical weapons","cold, necrotic, poison"
Venom Elemental,"bludgeoning, piercing, and slashing from nonmagical attacks",poison
Venom Maw Hydra,fire,acid
Venomous Mummy,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Venomous Mummy,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Vent Linnorm,fire,cold
Veritigibbet,nonmagic B/P/S attacks not made w/cold iron weapons,
Vesiculosa,"fire, bludgeoning, piercing",
Vesiculosa,"fire, bludgeoning, piercing",False
Veteran,,
Veteran,,
Veteran Swordbreaker Skeleton,"piercing, slashing",poison
Veteran,,
Vexxeh,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison
Viiret,,"necrotic, poison"
Vila,"bludgeoning, piercing, and slashing from nonmagical attacks",
Vila,"bludgeoning, piercing, and slashing from nonmagical attacks",False
Vile Barber,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered or cold iron weapons",
Vile Barber,"bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron weapons",False
Vine Drake,bludgeoning and piercing from nonmagical attacks,
Vine Golem,bludgeoning and piercing from nonmagical attacks not made with adamantine weapons,poison
Vine Lord,,
Vine Lord's Tendril Puppet,,
Vine Troll Skeleton,"bludgeoning,",poison
Vine Lord,False,False
Vines of Nemthyr,"cold, poison",
Vine Troll Skeleton,"bludgeoning, piercing, and slashing damage from nonmagical attacks",poison
Violet Fungus,,
Violet Fungus,,
Violet Fungus,"necrotic,Plant Resilience","blinded,deafened,frightened"
Virtuoso Lich,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Virtuoso Lich,"necrotic; bludgeoning,piercing,and slashing damage from nonmagical attacks","blinded,deafened,charmed,frightened,paralyzed,Undead Resilience"
Void Constructor,,"necrotic, poison, psychic"
Void Dragon Wyrmling,,cold
Void Giant,,
Void Knight,nonmagic B/P/S attacks,"force, poison"
Void Dragon Wyrmling,False,cold
Voidling,,necrotic
Voidling,False,necrotic
Voidpool,,"force, necrotic"
Volguloth,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","acid, poison"
Vorthropod,"slashing, piercing","fire, poison "
Vrock,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Vrock,"cold, fire, lightning; damage from nonmagical weapons",poison
Vrock,"bludgeoning,piercing,and slashing damage from nonmagical attacks,Demonic Resilience",Demonic Resilience
Vulture,,
Vulture,,
Vulture,,
"Vulture, Giant",,
Vættir,False,"necrotic, poison"
Wakwak,,
Walking Statue,,"poison, psychic"
Walled Horror,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison, psychic"
Wallflower,damage from nonmagical weapons,
Wampus Cat,,
Wampus Cat,False,False
Wandering Haze,cold,acid
Wanyudo,"cold, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks",fire
War Machine Golem,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine"
War Wyvern,,
War Horse Skeleton,piercing,Undead Resilience
Wardu,,
Warhordling Orc Eye,,
Warhordling Orc War Chief,,
Warhordling Orc Warrior,,
Warhorse,,
Warhorse,,
Warhorse Skeleton,,poison
Warlock's Trumpetbloom,fire,poison
Warlords Ghost,"acid, fire, lightning, thunder; damage from nonmagical weapons","cold, necrotic, poison"
Warmth Thief,"bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron weapons",cold
War Ostrich,False,False
Warrior,,
Warrior Band,,
Wasteland Dragon Wyrmling,,force
Water Elemental,"acid; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Water Elemental,acid; damage from nonmagical weapons,poison
Water Horse,,
Water Leaper,,
Water Elemental,Elemental Resilience,"acid,Elemental Resilience"
Waterkledde,cold; nonmagic B/P/S attacks,
Water Leaper,False,False
Waverider,cold,
Weasel,,
Weasel,,
Weasel,,
"Weasel, Giant",,
Weaving Spider,,poison
Web Zombie,,poison
Weeping Treant,bludgeoning and piercing,
Weeping Treant,"bludgeoning, piercing",False
Weirding Scroll,"cold; bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic"
Wendigo,"bludgeoning, piercing, and slashing from nonmagical attacks","cold, fire"
Werebat,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver"
Werebear,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons"
Werebear,,"damage from nonmagical, non-silvered weapons"
Werebear,"bludgeoning,piercing,and slashing damage from nonmagical attacks",
Wereboar,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons"
Wereboar,,"damage from nonmagical, non-silvered weapons"
Wereboar,"bludgeoning,piercing,and slashing damage from nonmagical attacks",
Werehyena,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver"
Wereowl,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons"
Wererat,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons"
Wererat,"damage from nonmagical, non-silvered weapons",
Wererat,"bludgeoning,piercing,and slashing damage from nonmagical attacks",
Wereshark,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons"
Weretiger,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons"
Weretiger,,"damage from nonmagical, non-silvered weapons"
Weretiger,"bludgeoning,piercing,and slashing damage from nonmagical attacks",
Werewolf,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons"
Werewolf,,"damage from nonmagical, non-silvered weapons"
Werewolf,"bludgeoning,piercing,and slashing damage from nonmagical attacks",
Werynax,force,
Wharfling,,
Wharfling Swarm,"bludgeoning, piercing, slashing",
Wharfling,False,False
Whisperer in Darkness,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks not made with silver","psychic, poison"
White Ape,,
White Dragon Wyrmling,,cold
White Dragon Wyrmling,,cold
White Stag,,
White Dragon Wyrmling,,cold
White Ape,False,False
Wicked Skull,,
Wickerman,"bludgeoning, piercing, and slashing from nonmagical attacks",
Wight,,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons"
Wight,"cold, necrotic; damage from nonmagical, non-silvered weapons",
Wight,"necrotic; bludgeoning,piercing,and slashing damage from nonmagical attacks","Undead Resilience,frightened"
Wild Sirocco,nonmagic B/P/S attacks,"fire, poison"
Wild Warrior,,
Wilderness Crone,piercing,
Will-o'-Wisp,"acid, cold, fire, necrotic, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","lightning, poison"
Will-o-Wisp,"acid, cold, fire, necrotic, thunder; damage from nonmagical weapons","lightning, poison"
Willowhaunt,"lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Will-o'-Wisp,"acid,cold,fire,necrotic,thunder; bludgeoning,piercing,and slashing damage from nonmagical attacks","lightning,grappled,paralyzed,prone,restrained,unconscious,Undead Resilience"
Wind Demon,"fire, lightning","cold, poison"
Wind Eater,"acid, cold, fire, lightning, necrotic, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Wind Weasel,,
Wind Witch,"bludgeoning, piercing",
Wind Dragon Wyrmling,cold,lightning
Wind's Harp,,"cold, fire, poison"
Windy Wailer,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison"
Winter Hag,cold,
Winter Wolf,,cold
Winter Wolf,,cold
Winter Wolf,Monstrosity Resilience,cold
Winterghast,necrotic,"cold, poison"
Wintergrim,cold,
Wirbeln Fungi,,
Witch Queen,,
Witchalder,bludgeoning,
Witchlight,,"poison, radiant"
Witchlight,False,"poison, psychic, radiant"
Wizard Kobold,,
Woe Siphon,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",
Wolf,,
Wolf,,
Wolf Reaver Dwarf,,
Wolf Spirit Swarm,"necrotic; bludgeoning, piercing, slashing",cold
Wolf,,
"Wolf, Dire",frightened,
Wolf Reaver Dwarf,False,False
Wolpertinger,,
Wood Elf Scout,,
Wood Elf Sharpshooter,,
Wood Golem,"bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine","poison, psychic"
Wood Ward,,"poison, psychic, bludgeoning, piercing and slashing from nonmagical attacks not made with adamantine weapons"
Wood Herald,Plant Resilience,
Woodwose,,
Worg,,
Worg,,
Worg,Monstrosity Resilience,
Wormhearted Suffragan,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",
Wormhearted Suffragan,False,"necrotic, poison"
Wrackwraith,"acid, cold, fire, lightning, thunder; nonmagic B/P/S attacks","necrotic, poison"
Wraith,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","necrotic, poison"
Wraith,"acid, cold, lightning, thunder; damage from nonmagical, non-silvered weapons","necrotic, poison"
Wraith Bear,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","necrotic, poison"
Wraith Lord,"acid, lightning, psychic, thunder; damage from nonmagical weapons","cold, necrotic, poison"
"Wraith, Oathrot","acid, cold, fire, lightning, thunder; nonmagic B/P/S attacks not made w/silvered weapons","necrotic, poison"
Wraith,"acid,cold,fire,lightning,thunder; bludgeoning,piercing,and slashing damage from nonmagical attacks","necrotic,charmed,grappled,paralyzed,petrified,prone,restrained,Undead Resilience"
Wyrdling,"psychic,charmed,frightened",
Wyrmling Wind Dragon,,lightning
Wyvern,,
Wyvern,,
Wyvern Knight,poison,poisoned
Wyvern,,"poison,poisoned"
Xanka,,
Xanka,force,"poison, psychic"
Xecha,,"acid, poison"
Xenabsorber,,
Xhkarsh,,
Xhkarsh,False,False
Xing Tian,,
Xiphus,,lightning
Xorn,piercing and slashing from nonmagical attacks not made with adamantine weapons,
Xorn,"acid; damage from nonmagical, non-adamantine weapons",
Xorn,piercing and slashing damage from nonmagical attacks,
Yaga Goo,,necrotic
Yakirian,cold,
Yali,,"poison, psychic"
Yann-An-Oed,,
Yaojing,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",
Yathon,,
Yavalnoi,cold,
Ychen Bannog,bludgeoning,
Ychen Bannog,bludgeoning,False
Yek,"cold, fire, lightning",poison
Yeti,,cold
Yobbo,,
Young Amethyst Dragon,"force, psychic",
Young Black Dragon,,acid
Young Black Dragon,,acid
Young Blue Dragon,,lightning
Young Blue Dragon,,lightning
Young Blue Dragon Zombie,,"lightning, poison"
Young Boreal Dragon,cold,fire
Young Brass Dragon,,fire
Young Brass Dragon,,fire
Young Bronze Dragon,,lightning
Young Bronze Dragon,,lightning
Young Cave Dragon,,"acid, poison, thunder"
Young Copper Dragon,,acid
Young Copper Dragon,,acid
Young Earth Dragon,damage from nonmagical weapons,
Young Emerald Dragon,"psychic, thunder",
Young Flame Dragon,,fire
Young Gold Dragon,,fire
Young Gold Dragon,,fire
Young Green Dragon,,poison
Young Green Dragon,,poison
Young Imperial Dragon,,"lightning, thunder"
Young Light Dragon,"bludgeoning, piercing, and slashing from nonmagical attacks",radiant
Young Mithral Dragon,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, thunder"
Young Red Dragon,,fire
Young Red Dragon,,fire
Young Red Dragon Zombie,,"fire, poison"
Young River Dragon,damage from nonmagical weapons,
Young Sapphire Dragon,,psychic
Young Sea Dragon,,cold
Young Shadow Dragon,"acid, cold, fire, lightning, thunder; damage from nonmagical weapons","necrotic, poison"
Young Silver Dragon,,cold
Young Silver Dragon,,cold
Young Spinosaurus,,
Young Void Dragon,,cold
Young Wasteland Dragon,,force
Young White Dragon,,cold
Young White Dragon,,cold
Young Wind Dragon,,lightning
Young Black Dragon,,"acid,poisoned"
Young Blue Dragon,,lightning
Young Brass Dragon,,fire
Young Bronze Dragon,,lightning
Young Copper Dragon,,acid
Young Gold Dragon,,fire
Young Green Dragon,,"poison,poisoned"
Young Red Dragon,,fire
Young Silver Dragon,,cold
Young White Dragon,,cold
Young Cave Dragon,False,poison
Young Flame Dragon,False,fire
Young Mithral Dragon,False,slashing
Young Sea Dragon,False,cold
Young Spinosaurus,False,False
Young Void Dragon,False,cold
Young Wind Dragon,cold,lightning
Yowler,necrotic,poison
Yumerai,psychic,
Zalikum,"bludgeoning, piercing, and slashing from nonmagical attacks","fire, necrotic, poison, psychic"
Zanskaran Viper,,
Zanskaran Viper,False,False
Zaratan,"fire, lightning, thunder; bludgeoning, piercing, slashing","cold, poison"
Zeitgeist,,psychic
Zilaq,,thunder
Zimwi,,
Zimwi,False,False
Ziphius,"cold; bludgeoning, piercing and slashing from nonmagical attacks",
Zmey,"cold, fire",
Zmey Headling,"cold, fire",
Zmey,"cold, fire",False
Zmey Headling,"cold, fire",False
Zombie,,
Zombie,,poison
Zombie Horde,,poison
Zombie Knight,,poison
"Zombie, Smokeplume",,"fire, poison"
"Zombie, Voidclaw",,"necrotic, poison"
Zombie,,Undead Resilience
Zoog,,
Zoryas,"fire, radiant; bludgeoning, piercing, and slashing from nomagical attacks",
Zouyu,,
